"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2010","2010",0.03974,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2011","2011",0.05583,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2013","2013",0.05293,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2014","2014",0.01855,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2015","2015",0.0368,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2016","2016",0.0226,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MOZ","Mozambique","2006","2006",0.51888,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MOZ","Mozambique","2012","2012",0.74009,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MOZ","Mozambique","2013","2013",0.88718,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2000","2000",0.06673,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2001","2001",0.18797,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2002","2002",0.18544,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2003","2003",0.00756,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2004","2004",0.01564,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2005","2005",0.03021,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2006","2006",0.02685,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2007","2007",0.02968,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2008","2008",0.03277,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2009","2009",0.04818,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2010","2010",0.06171,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2011","2011",0.07647,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2012","2012",0.0864,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","ZAF","South Africa","2014","2014",0.09272,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2000","2000",1.34304,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2001","2001",1.36759,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2002","2002",1.31909,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2003","2003",1.66422,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2004","2004",1.78987,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2005","2005",1.55737,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2006","2006",1.56165,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2007","2007",1.58995,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2008","2008",1.568,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2009","2009",1.76429,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2010","2010",1.76219,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2012","2012",1.75806,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2013","2013",1.78201,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2014","2014",1.65517,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TUN","Tunisia","2015","2015",1.57958,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2000","2000",0.03695,"‡","UIS Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2001","2001",0.03392,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2002","2002",0.0271,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2003","2003",0.01935,"‡","UIS Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2004","2004",0.01263,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2005","2005",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2006","2006",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2008","2008",0.03794,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2011","2011",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MAR","Morocco","2013","2013",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2000","2000",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2012","2012",0.01562,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2013","2013",0.01302,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2014","2014",0.02034,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2015","2015",0.01824,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TGO","Togo","2016","2016",0.02052,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2005","2005",0.64447,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2008","2008",0.90907,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2010","2010",0.83633,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2011","2011",0.64426,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2012","2012",0.79525,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2013","2013",0.68545,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2015","2015",0.82786,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2016","2016",0.68052,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2007","2007",0.10926,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2008","2008",0.09554,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2009","2009",0.08241,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2010","2010",0.08013,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2011","2011",0.08472,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2012","2012",0.09021,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2013","2013",0.07193,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2014","2014",0.07438,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2016","2016",0.00644,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2003","2003",1.74466,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2006","2006",2.31667,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2007","2007",2.8185,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2008","2008",2.53995,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2009","2009",2.87001,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2010","2010",2.27654,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2011","2011",2.37127,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2012","2012",2.24786,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2013","2013",2.61952,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2014","2014",3.51093,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NER","Niger","2015","2015",2.74177,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2000","2000",2.64548,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2001","2001",2.90391,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2002","2002",3.00493,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2004","2004",3.74496,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2005","2005",3.63169,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2008","2008",5.19355,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2009","2009",6.31979,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2010","2010",6.79287,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2011","2011",5.99779,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2012","2012",5.82091,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2013","2013",5.41475,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2014","2014",5.93391,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2015","2015",6.44881,"‡","UIS Estimation"
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","BDI","Burundi","2016","2016",4.61813,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AGO","Angola","2005","2005",1.53295,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AGO","Angola","2006","2006",1.21321,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2000","2000",2.7715,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2001","2001",2.0392,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2003","2003",1.76618,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2010","2010",1.23045,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2011","2011",1.4385,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2013","2013",1.98968,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2014","2014",2.39467,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2015","2015",2.46509,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MWI","Malawi","2016","2016",2.08558,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2000","2000",1.53362,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2001","2001",1.61342,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2002","2002",1.38074,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2003","2003",2.39082,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2004","2004",1.51329,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2005","2005",2.2644,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2006","2006",2.06601,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2008","2008",2.2184,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2009","2009",2.24181,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2010","2010",2.17202,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2011","2011",2.51965,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SWZ","Eswatini","2014","2014",2.42725,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2002","2002",1.7546,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2008","2008",4.759,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2011","2011",2.76894,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2012","2012",2.76814,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2013","2013",2.36983,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2014","2014",2.74153,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","COM","Comoros","2015","2015",2.3726,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UGA","Uganda","2014","2014",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2008","2008",0.2212,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2009","2009",0.53182,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2010","2010",0.63418,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2011","2011",0.49234,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2012","2012",0.42134,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2013","2013",0.66252,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2014","2014",0.52943,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2015","2015",0.55006,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GIN","Guinea","2016","2016",0.5715,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2002","2002",3.45098,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2005","2005",3.41736,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2006","2006",3.17846,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2007","2007",2.21825,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2008","2008",2.00435,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2009","2009",2.34031,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2011","2011",2.17571,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2013","2013",1.92049,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2014","2014",2.1303,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2015","2015",2.07767,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CPV","Cabo Verde","2016","2016",2.09747,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2005","2005",2.14773,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2006","2006",2.16185,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2008","2008",2.268,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2009","2009",2.94342,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2010","2010",2.8094,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2011","2011",2.50903,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2012","2012",2.49552,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2013","2013",2.57792,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2014","2014",2.5798,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2015","2015",2.42793,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SEN","Senegal","2016","2016",2.07498,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2000","2000",4.11008,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2001","2001",4.06389,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2002","2002",4.06054,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2003","2003",3.86066,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2005","2005",2.73836,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2006","2006",3.67533,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2008","2008",3.08643,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2010","2010",3.34095,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2014","2014",0.52339,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","NAM","Namibia","2016","2016",0.59214,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LSO","Lesotho","2006","2006",0.00672,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LSO","Lesotho","2008","2008",0.01648,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2001","2001",2.22398,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2004","2004",2.9918,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2005","2005",2.92829,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2006","2006",1.94071,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2007","2007",1.88931,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2008","2008",1.99077,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2009","2009",1.76192,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2010","2010",1.71019,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2011","2011",3.70317,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2012","2012",2.55829,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2013","2013",1.48668,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GHA","Ghana","2014","2014",1.33651,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2000","2000",0.62847,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2001","2001",0.59215,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2002","2002",0.64002,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2003","2003",0.64283,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2004","2004",0.6835,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2005","2005",0.76983,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2006","2006",0.7231,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2007","2007",0.65116,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2008","2008",0.66944,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2009","2009",0.78089,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2010","2010",0.78479,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2012","2012",1.20503,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2013","2013",0.95656,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2014","2014",0.87935,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEN","Benin","2015","2015",0.96491,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZMB","Zambia","2000","2000",1.78819,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZMB","Zambia","2004","2004",2.46343,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZMB","Zambia","2005","2005",1.73553,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZMB","Zambia","2007","2007",1.24076,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","ZMB","Zambia","2008","2008",1.09972,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2000","2000",1.01218,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2002","2002",1.42644,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2004","2004",1.6299,,
"XGDP_FSGOV","Government expenditure on education as a percentage of GDP (%)","SDN","Sudan","2005","2005",1.56307,,
