Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lao PDR,LAO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,15.30261421,18.12535286,20.94758224,31,26.57980156,25,32.17531586,34.95165634,37.70964432,40.44621658,43.15983963,45.85504913,46.3,48,53.89085388,57.2,57.0410587,61.97924423,66,67.46946716,70.24311066,70,76.36662775,78.64215851,81.45786285,89.7,87.09577179
Lao PDR,LAO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,95.27700043,95.36161804,95.44606781,97,95.61084747,95.6891098,95.76325226,95.83224487,95.89505005,95.95063782,95.99862671,96.04118347,96.08113098,97,96.16444397,92.2,94.13188143,96.34022522,99,96.51800537,96.62385559,96.7386322,97.43094456,96.98783112,97.11867523,97.8,97.3842392
Latvia,LVA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latvia,LVA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Latvia,LVA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lebanon,LBN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.05178702,99.24115882,99.2,99.8099707,99.87205224,99.53457447,99.99289553,100,100,100,100
Lebanon,LBN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,97.90869904,98.08947754,98.26875305,98.44447327,98.61398315,98.77430725,98.9223938,99.0552063,99.16995239,99.26478577,99.33989716,99.39809418,99.44422913,99.48410034,99.9,99.5692215,99.38381709,99.9,99.9,99.87830353,99.94880676,99.68401095,99.99830627,100,100,100,100
Lebanon,LBN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,97.47361755,97.62281036,97.7718277,97.91981506,98.06343079,98.20548248,98.34341431,98.47621155,98.60294342,98.72309113,98.83699036,98.9460907,99.05271149,99.1595459,99.26939392,99.3850708,99.47873228,100,100,99.88845825,99.96009064,99.75331483,99.99908447,100,100,100,100
Lesotho,LSO,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.01,0.01,0.01,0.004607602,,,,,,,1.279772485,0.080576145,1.249382402,2.380576605,0.8,4.551129369,2.62671806,6.678952847,7.75189602,6,9.875712403,10.91700389,11.93853025,12.93738284,11.8,14.84488546,15.74588371
Lesotho,LSO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.01,0.01,0.01,0.01,0.01,0.01357957,0.061689552,0.301523358,0.956824481,4.258760108,3.629649639,5.303376675,6.97081995,6.8,10.31110764,9.7,13.69901657,15.42447567,17,18.93547249,20.71500206,22.50654793,24.30710411,27.8,27.92323875,29.73330879
Lesotho,LSO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,0.01,0.01,0.01,0.0389475,0.262542069,1.046024799,1.862640142,5.05685091,8.244877815,11.4256897,13.60089186,17.76667595,20.9318428,24.09721184,26.2,30.43982506,33.62269974,36.8170433,40.02490616,43.2,46.47633743,49.7163353,52.96347809,56.21597672,61.5,62.72989655,65.98805237
Liberia,LBR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,0.8,,0.5,1.131919081,1,2.569642286,1.2,1.4,4.569977193,1.3
Liberia,LBR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011186852,0.044350129,0.244776547,3,1.75265646,1.9,5.146131039,4.1,8.599683762,9.8,9.4,13.84009171,19.8
Liberia,LBR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.031832594,0.204946309,0.827457488,6.9,4.102846622,3.5,9.529677391,7.2,14.99221897,16.4,14.8,23.22174072,34
Libya,LBY,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,99.32417449,99.37010166,99.41412658,99.445687,99.45195846,99.42233563,99.35700947,99.27094141,99.17732278,99.06326406,99.1,98.6789088,98.41403604,98.11947265,97.81146016,97.506538,97.22166397,96.97610292,96.78615457,96.6465291,96.548481,96.48456702,96.44759539,96.43024596,96.42752277,96.43650936,96.44095338
Libya,LBY,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,99.83592987,99.84741974,99.85840607,99.86633301,99.86814117,99.86076355,99.84116364,99.80625916,99.75299835,99.67832947,99.8,99.4646759,99.33629608,99.20162964,99.06674194,98.93770599,98.82056427,98.7213974,98.6447525,98.58912659,98.55153656,98.52895355,98.51839447,98.5168457,98.52130127,98.52876282,98.53672791
Libya,LBY,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,99.99925995,99.99365234,99.97428894,99.93299103,99.86981201,100,99.70684814,99.61891174,99.53119659,99.44649506,99.36761475,99.29724121,99.23757935,99.18980408,99.15378571,99.12834167,99.11190796,99.10287476,99.09955597,99.09955597,99.09996796,99.10211945
Liechtenstein,LIE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Liechtenstein,LIE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Liechtenstein,LIE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lithuania,LTU,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lithuania,LTU,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Lithuania,LTU,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luxembourg,LUX,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luxembourg,LUX,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Luxembourg,LUX,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Macao SAR, China",MAC,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Macao SAR, China",MAC,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Macedonia, FYR",MKD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,95.9522527,96.34793806,96.75017848,97.14815794,97.53406736,97.84831714,98.13848784,98.39887016,98.62399206,98.80818059,98.94881701,99.05435214,99.13581773,99.2036471,99.2800579,99.36532591,98,99.58487623,99.91723879,99.47060016,100,99.62049336,100,100,100,100,100
"Macedonia, FYR",MKD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,94.33944702,94.68214417,95.02433777,95.36346436,95.6964798,96.02031708,96.33190918,96.62821198,96.90616608,97.16269684,97.39627838,97.6114502,97.81427765,98.01065063,98.21151733,98.41820526,99,98.87129974,99.2,99.2,99.65153503,99.7261638,99.9574585,99.99384308,99.99980927,100,100
"Macedonia, FYR",MKD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,93.16139984,93.48741913,93.8132782,94.13809967,94.46086884,94.78053284,95.09608459,95.40647888,95.71069336,96.00769043,96.29708099,96.58104706,96.86239624,97.14395142,97.4285202,97.71893311,98,98.33815002,98.66176605,98.99625397,99.33118439,99.79474548,99.84993744,99.96081543,99.99519348,100,100
Madagascar,MDG,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,1.043678021,0.994551254,1.9,0.823849916,0.855954767,0.882327434,0.884520593,2.1,0.801179868,0.706758793,0.574042779,5.9,0.213700348,10.8,,,,,,8.2,,9.4,,8.1,,,17.3
Madagascar,MDG,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,9.571782112,10.0140934,9.2,10.89463806,11.32726288,11.75070953,12.16192055,10.9,12.93539619,13.29154301,13.62473679,14.8,14.24195862,20.3,14.83404636,15.13582134,15.44950294,15.78115177,16.13532257,17.4,16.90373993,14.3,17.73223686,12.9,18.59678078,19.03506088,22.9
Madagascar,MDG,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,37.23184586,38.39054871,46.9,40.70658493,41.8620224,43.01437378,44.16259766,38.1,46.44255829,47.57223129,48.69430161,42.08487,50.92497253,52.7,53.15645218,54.2795372,55.41127777,56.55448151,57.71120453,68.6,60.06035995,61.5,62.44522476,60.7,64.85151672,66.05822754,67.3
Malawi,MWI,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,1.1,,0.104771203,0.339547092,0.551966979,0.738956588,0.896091041,1.093481526,1,1.440013959,1.586487482,2.271704,2.2,1.996448035,1.04880137,2.311629849,2.500133932,2.705577535,3.5,2.9,2.3,3.4,4.7,3.9,4
Malawi,MWI,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,1.120719671,1.5494591,3.2,2.402858973,2.821911097,3.231786013,3.629424572,4.011767387,4.375755787,4.718330383,4.8,5.339164257,5.628029823,6.2,6.9,6.4811759,3.653227333,7.099361897,7.439959526,7.801584721,8.7,7.6,7.4,9,11.9,10.8,11
Malawi,MWI,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,17.17592621,18.17221451,19.8,20.16341782,21.15644264,22.14637566,23.13218498,24.11284256,25.08731461,26.05457306,28.7,27.96845436,28.92006683,37.14606,30.2,31.78738785,23.56792144,33.73749924,34.73180771,35.73861313,34.7,32.6,37.1,36.6,46.1,48.7,42
Malaysia,MYS,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,91.82723677,92.24798094,92.63879633,93.02992883,93.42123853,93.80764543,94.18300285,94.54128531,94.87489985,95.1760212,95.4384653,95.6894516,95.90946953,96.11527645,96.31793708,96.55644758,96.80432905,97.08605568,97.41009573,98,98.24588565,98.79600102,99.3,99.75489161,99.94427833,99.99442009,100
Malaysia,MYS,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,93.95503998,94.29708862,94.6386261,94.97710419,95.3094635,95.63264465,95.94358826,96.23923492,96.5165329,96.77241516,97.00534058,97.21986389,97.42203522,97.61792755,97.813591,98.0240097,98.2416687,98.47579956,98.72924805,99.3,99.28923035,99.56734467,99.8,99.92913818,99.98512268,99.99858856,100
Malaysia,MYS,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,96.10044861,96.2995224,96.49842834,96.69630432,96.89211273,97.08483124,97.27342987,97.45687103,97.63413239,97.80417633,97.9666214,98.12168884,98.27818298,98.43489838,98.59463501,98.76019287,98.93425751,99.11903381,99.31569672,99.9,99.71720886,99.87126923,99.9,99.99266052,99.99946594,100,100
Maldives,MDV,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,64.79724822,66.49153363,68.18243351,69.86704753,71.5413346,73.163972,74.67467959,76.17983291,77.67664833,79.15809506,78.23923256,81.85903878,83.15610656,84.47916855,85.83840582,87.24607386,88.71357054,90.25916317,91.89298611,99.8,95.43230506,97.16934651,98.60597223,99.50631988,100,99.98900363,100
Maldives,MDV,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,73.0881424,74.36536407,75.64207458,76.91572571,78.18326569,79.44161987,80.68774414,81.91857147,83.13104248,84.32209778,83.8,86.63990021,87.7772522,88.90831757,90.03916168,91.17584991,92.32444,93.49100494,94.68008423,99.9,97.11832428,98.25430298,99.1618042,99.71151733,100,99.99401093,100
Maldives,MDV,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,96.88286591,97.03842163,97.19380188,97.34815979,97.50045013,97.64965057,97.79472351,97.93464661,98.06311035,98.1896286,98.30989838,98.42536926,98.53834534,98.65155029,98.76776123,98.88980103,99.0203476,99.16160583,99.31475067,99.9,99.64904785,99.80536652,99.91989899,99.9789505,100,100,100
Mali,MLI,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,0.4,,,0.552698242,1.14740486,2.2,2.104398154,2.474260353,2.776150002,3.017209702,3.2,3.326232113,3.401007977,8.009786193,3.386788807,3.293425613,11.9,2.91005383,2.609425865,23.4,1.768998483
Mali,MLI,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.023679812,0.130867511,0.511635363,0.885507882,2.492473841,6.2,5.666636944,7.227716446,8.767381668,10.28409481,10.8,13.26835442,14.7480278,16.22747993,17.71277428,16.6,20.72514153,22.26283073,24.03089583,25.39828682,26.99004555,25.6,30.20660782,31.82540131,37.6,35.06949997
Mali,MLI,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,2.104508877,5.243392944,8.382105827,11.51978779,14.65540791,17.78793716,21.5,24.03959465,27.15666389,30.26651955,33.3687706,37,39.55979919,42.65420914,45.75164032,48.85490799,47.4,55.09020996,58.22711182,57.86163522,64.53662872,67.70567322,76,74.06339264,77.24850464,83.1,83.62259674
Malta,MLT,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Malta,MLT,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Malta,MLT,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Marshall Islands,MHL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,2.790118983,6.121351668,9.487404464,12.88104023,16.30045024,28.46681922,23.17843893,26.65588392,30.16904194,33.73421612,37.36414731,41.07659538,44.88441493,32.1,52.83686263,56.995203,61.26901282,83.73090215,70.14981933,74.74482884,79.43582571,84.21882173,89.08798968
Marshall Islands,MHL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,52.44190979,54.06860733,55.69479752,57.31792831,58.93494034,60.5427742,62.13837051,63.71867371,65.28062439,68.52423588,68.33873749,69.83791351,71.32473755,72.80527496,74.28559875,75.77175903,77.2698288,72.3,80.32442474,81.88401031,83.46161652,89.91960679,86.65888977,88.27254486,89.89221191,91.51487732,93.13804626
Marshall Islands,MHL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,86.01314545,86.34854126,86.68376923,87.01796722,87.35010529,87.67914581,88.00406647,88.32383728,88.63742065,88.91218262,89.24255371,89.53588867,89.82661438,90.11753845,90.41148376,90.71126556,91.0196991,91.6,91.67301941,92.01893616,92.37556458,92.4970405,93.11382294,93.49187469,93.87350464,94.25691223,94.640625
Martinique,MTQ,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,MTQ,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,MTQ,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,2.5,,,,1.6,,3.394527191,,,,,,,2.3,,
Mauritania,MRT,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,3.886186838,5.400185108,6.913673878,8.424103737,9.928415298,11.4235487,12.90644646,14.37404919,15.82329655,17.25112915,18.65601158,22.2,21.4166069,22.78444862,24.15206909,18.2,26.91089821,33.04054054,30,31.18697548,32.65188217,34.13181305,35.62375641,37.12471008,38.8,39.5,41.65210724
Mauritania,MRT,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,21.71208572,23.99621773,26.28017616,28.56310654,30.84397507,33.12174988,35.39540482,37.6639061,39.92621994,42.18132401,44.42882156,49.7,48.91034698,51.15000534,53.39268494,41.6,57.89836121,70.36633232,62.44914627,64.7437973,67.04915619,69.3634491,71.68487549,74.01166534,76.9,78.67417145,81.00660706
Mauritius,MUS,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,98.63533167,98.7166699,98.79676627,98.87108722,98.93426025,98.98099014,99.00598679,99.00402198,98.97288459,98.92608322,98.2557118,98.9686595,98.9,99.33400142,99.56051525,99.79536537,100,100,100,100,100,100,100,100,100,100,100
Mauritius,MUS,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,99.23442078,99.2784729,99.32201385,99.36250305,99.39686584,99.42205811,99.43501282,99.43267059,99.41197205,99.36986542,99,99.22132874,99.4,99.02339935,98.92108154,98.82460022,98.74002075,98.67340851,98.62932587,98.60626221,98.60122681,99.4,98.63320923,98.66422272,98.70124054,98.74125671,98.78178406
Mauritius,MUS,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,99.99601746,99.96312714,100,99.56373596,100,98.5951767,98.03186798,97.46297455,96.90711212,96.36271667,95.83183289,95.31345367,94.80578613,94.30704498,93.81544495,93.32920074,92.8465271,92.36564636,91.88505554
Mayotte,MYT,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,MYT,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,MYT,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,82.57402229,83.32595915,76.047298,84.88831283,82.358863,86.47425096,86.345106,88.0976368,86.369039,89.58989402,93.055972,90.83954734,92.459229,91.96713208,95.868543,96.564457,97.044254,94.49005494,95.935502,96.0719512,97.518062,97.89812851,97.194036,99.56962994,97.52599,98,100
Mexico,MEX,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,94.26457214,94.57529449,93.145981,95.19265747,95.238294,95.78555298,96.093624,96.32950592,96.092755,96.80003357,98.007132,97.18483734,97.897085,97.52024841,98.597701,98.932728,99.11416,98.25283051,98.914037,98.71661377,99.236696,99.24835968,99.111637,99.74873352,99.172928,99,100
Mexico,MEX,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.94298553,98.99006653,98.584698,99.08201599,99.25589,99.16548157,99.076735,99.23246765,99.17507,99.27560425,99.430718,99.29486084,99.526178,99.30456543,99.390082,99.605581,99.705865,99.38166809,99.725953,99.48323059,99.703549,99.62657928,99.650006,99.79723358,99.63725,99.3,100
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,17.66864683,19.78694948,21.90332294,24.01436499,26.1164662,28.40887205,30.72401535,33.00000135,35.23498093,37.42651356,10,41.41517355,43.29677517,45.16998763,47.04202831,48.92001472,50.81311241,52.72631591,54.66399341,56.62516713,58.59483691,60.6010066,62.6058673,64.61804383,66.63418006,68.65122679,70.66668887
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,28.03698158,29.92145157,31.80541229,33.68631363,35.56109619,37.42670441,39.28007126,41.11814499,42.93786621,44.73617172,46,48.26846695,50.01306534,51.75137711,53.48947144,55.23340607,56.98924255,58.76305389,60.55938339,62.3767395,64.53152025,66.06251526,67.92493439,69.7963562,71.67379761,73.55422974,75.43517303
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,57.82754898,59.14074707,60.45376968,61.76576614,63.07569885,64.38253784,65.68525696,66.98282623,68.27420807,69.5583725,70,72.10607147,73.37458801,74.64331055,75.91505432,77.19263458,78.47886658,79.77656555,81.08778381,82.41149902,84.5912771,85.08927917,86.43977356,87.79562378,89.15505219,90.51625824,91.87776184
Moldova,MDA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,94.00199336,94.4565729,94.90964755,95.35717594,95.79435284,96.21642249,96.61864951,96.996381,97.34485247,97.66388991,97.91612878,98.17096712,99.25723581,98.6283386,99.09870041,98,99.31102402,99.55215269,99.76482117,99.90971047,99.97804563,99.99750522,100,100,100,100,100
Moldova,MDA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,94.91943359,95.2743988,95.62885284,95.9802475,96.32552338,96.66162872,96.98548889,97.29405212,97.58426666,97.85306549,98.08543396,98.31710815,99,98.75007629,99.1,98.6,99.40963745,99.63329315,99.81942749,99.93630219,99.9860611,99.99860382,100,100,100,100,100
Moldova,MDA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,95.96392822,96.20896912,96.45383453,96.69766235,96.93943787,97.17811584,97.41267395,97.64207458,97.86529541,98.07601929,98.2857666,98.49072266,98.6931839,98.89585876,99.1015625,99.4,99.52915192,99.73202515,99.88613892,99.96888733,99.99590302,99.99995422,100,100,100,100,100
Monaco,MCO,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Monaco,MCO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mongolia,MNG,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,25.78688981,27.2307754,28.66875133,30.10066058,31.5299214,32.98450825,34.48517085,36.02813678,37.5745459,39.09191956,25.0805499,39.6972583,39.57986875,77.5,39.36565396,67.1,39.29644132,39.3420831,39.46310936,39.6727783,16.80071492,17.85836469,40.83620484,52,42.23615074,43.13681235,44.16860455
Mongolia,MNG,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,68.11283875,68.6997757,69.28619385,69.86956024,70.44680023,71.01486969,71.5707016,72.11123657,72.63341522,73.13418579,67.3,74.0714035,74.51846313,76.3,75.3997879,86.2,76.30448914,76.78076172,77.27954865,77.79936981,78.50208044,72.05707491,79.45494843,81.2,80.60873413,81.1916275,81.77503204
Mongolia,MNG,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,99.99820709,99.98407745,99.93347931,99.82263184,99.65105438,99.44060516,99.21284485,98.9773407,98.73704529,98.49424744,99.5,98.01211548,97.9,97.54472351,97.32900238,97.12680817,96.93710327,96.07942974,94.15539127,96.42514038,97.8,96.11358643,95.96138,95.80947113
Montenegro,MNE,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,97.59024628,97.7885635,97.99358125,98.19973452,98.40244923,98.59644482,98.77583581,98.93446685,99.06584792,99.16486039,99.22881276,99.2593958,99.26541493,99.25917136,99.25334307,99.53434226,99.26565254,99.30562692,99.37843416,99.48457734,99.61875894,99.76327964,99.8862613,99.9,99.99234458,99.99932371,100
Montenegro,MNE,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,98.40816498,98.54875183,98.68784332,98.82337952,98.95270538,99.07284546,99.18074036,99.27337646,99.34793091,99.40249634,99.4369812,99.4541626,99.46000671,99.46105957,99.46193695,99.83022071,99.48332214,99.51626587,99.56887817,99.64112091,99.72993469,99.82582092,99.91059875,99.7,99.99226379,99.99916077,100
Montenegro,MNE,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,99.2929306,99.33476257,99.37607574,99.41619873,99.45422363,99.48916626,99.51998138,99.5456543,99.56521606,99.57801056,99.58438873,99.58641052,99.58669281,99.58708191,99.5896759,100,99.61459351,99.64232635,99.68198395,99.73338318,99.79496002,99.86212158,99.92461395,99.6,99.99221802,99.99906921,100
Montserrat,MSR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,MSR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,MSR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,10.15147141,12.94318185,15.6,18.72625146,21.71405997,24.2,28.82893336,32.46490948,36.11337307,39.76825328,37.12988358,47.1039245,50.80030729,54.53080978,51.3,62.02074941,91.77,69.69025171,73.69443659,77.81699854,82.05619847,86.41122639,90.87485529,95.46340829,84.6,99.56243108,100
Morocco,MAR,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,48.11626434,50.32674789,49.2,54.74364471,56.94444275,56.5,61.31544876,63.47954178,65.62527466,67.74959564,69.85096741,71.93392181,74.00453949,76.06886292,78.2,80.20292664,96.5,84.38460541,86.50695038,88.65032196,90.81171417,92.98812866,95.17656708,97.37400818,91.6,99.58601379,100
Morocco,MAR,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,88.60571289,89.05443573,84.7,89.95050812,90.39596558,90.6,91.27658081,91.70967102,92.13657379,92.55626678,98.48,93.37502289,93.77906799,94.18331909,94.6,95.00369263,99.26,95.8586731,96.30541992,96.76465607,97.23461151,97.71349335,98.20352936,98.69077301,95.2,99.60160828,100
